work_id,mp_name,mp_house,constituency,state,district,block,village,implementing_agency,work_type,work_description,sanctioned_amount,released_amount,expenditure,balance_amount,work_status,recommendation_date,sanction_date,completion_date,financial_year,latitude,longitude,is_demo
MPLADS-2023-TA-0204,P. R. Natarajan,Lok Sabha,Coimbatore (Lok Sabha),Tamil Nadu,Coimbatore,Sulur,Shivpur,Coimbatore City Corp,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Shivpur,1550000.0,0.0,0.0,0.0,Sanctioned,2023-11-11,2023-12-01,,2023-24,11.08295,76.89267,True
MPLADS-2023-WE-0205,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Kaveri Nagar,Public Health Engineering WB,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Kaveri Nagar,830000.0,830000.0,409000.0,421000.0,In Progress,2023-07-15,2023-08-12,,2023-24,23.41846,88.5658,True
MPLADS-2023-UT-0206,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Sarojini Nagar,Adarsh Nagar,PWD Lucknow,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Adarsh Nagar weekly market,1390000.0,1390000.0,1362000.0,28000.0,Completed,2023-05-19,2023-07-16,2023-10-16,2023-24,26.9472,81.0644,True
MPLADS-2023-KA-0207,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Doddaballapura,Nehru Colony,KRIDL Rural Infra,Rural Road & Culvert,Construction of cement concrete (CC) internal village road at Nehru Colony,3860000.0,3860000.0,3730000.0,130000.0,Completed,2023-10-19,2023-12-16,2024-05-22,2023-24,13.32328,77.51504,True
MPLADS-2023-MA-0208,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Nagpur Rural,Lakshmipuram,PWD Nagpur,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Lakshmipuram",4490000.0,1122000.0,0.0,1122000.0,Sanctioned,2023-11-19,2023-12-27,,2023-24,21.16547,79.17674,True
MPLADS-2023-MA-0209,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Katol,Subhash Nagar,Zilla Parishad Nagpur,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Subhash Nagar",5010000.0,5010000.0,4781000.0,229000.0,Completed,2023-10-21,2023-12-09,2024-06-30,2023-24,21.14453,79.04569,True
MPLADS-2023-UT-0210,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Bhavani Peth,PWD Lucknow,Sanitation Facility / Public Toilet,"Modern hygiene block with running water and solar lighting near bus stand, Bhavani Peth",1310000.0,1310000.0,1287000.0,23000.0,Completed,2023-04-24,2023-05-12,2023-08-18,2023-24,26.73061,81.04926,True
MPLADS-2023-KA-0211,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,K.R. Nagar,Kaveri Nagar,PWD Mysuru,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Kaveri Nagar,1520000.0,1520000.0,1512000.0,8000.0,Completed,2023-09-02,2023-10-28,2024-01-16,2023-24,12.1982,76.6059,True
MPLADS-2023-MA-0212,Hemant Godse,Lok Sabha,Nashik (Lok Sabha),Maharashtra,Nashik,Dindori,Gandhi Gram,Nashik Municipal Corp,Primary Health Sub-Center,"Supply of medical diagnostics, cold chain storage and OPD shed in Gandhi Gram",4600000.0,4600000.0,1621000.0,2979000.0,In Progress,2023-11-06,2023-12-05,,2023-24,19.92872,73.68851,True
MPLADS-2023-WE-0213,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Chakdaha,Indira Nagar,Public Health Engineering WB,Community Hall,Construction of multipurpose community hall in Indira Nagar,2370000.0,1778000.0,603000.0,1175000.0,In Progress,2023-11-03,2023-11-25,,2023-24,23.44294,88.61188,True
MPLADS-2023-MA-0214,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Shirur,Navi Vasti,DRDA Pune,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Navi Vasti,1400000.0,1400000.0,1351000.0,49000.0,Completed,2023-06-13,2023-07-06,2023-09-10,2023-24,18.50602,73.91008,True
MPLADS-2023-KA-0215,Prathap Simha,Lok Sabha,Mysore (Lok Sabha),Karnataka,Mysuru,Heggadadevankote,Indira Nagar,Mysore Urban Dev Authority,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Indira Nagar,620000.0,620000.0,435000.0,185000.0,In Progress,2023-06-11,2023-07-02,,2023-24,12.26017,76.62245,True
MPLADS-2023-KA-0216,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Hosakote,Khadki,PWD Karnataka,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Khadki,1240000.0,1240000.0,390000.0,850000.0,In Progress,2023-08-24,2023-10-16,,2023-24,13.3759,77.6352,True
MPLADS-2023-KA-0217,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Nelamangala,Shivaji Nagar,Zilla Panchayat Bangalore Rural,Community Hall,Construction of multipurpose community hall in Shivaji Nagar,2090000.0,2090000.0,2022000.0,68000.0,Completed,2023-08-02,2023-08-24,2024-05-05,2023-24,13.38589,77.4279,True
MPLADS-2023-UT-0218,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Malihabad,Patel Nagar,UP State Construction Corp,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Patel Nagar,1810000.0,0.0,0.0,0.0,Sanctioned,2023-11-28,2023-12-24,,2023-24,26.73071,80.84241,True
MPLADS-2023-UT-0219,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Sevapuri,Gandhi Gram,UP Jal Nigam,Solar Street Lighting,Erection of high-mast solar illumination tower near market square in Gandhi Gram,860000.0,860000.0,819000.0,41000.0,Completed,2023-10-30,2023-12-16,2024-02-24,2023-24,25.32638,83.00175,True
MPLADS-2023-UT-0220,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Pindra,Lakshmipuram,UP Jal Nigam,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Lakshmipuram,1180000.0,1180000.0,796000.0,384000.0,In Progress,2024-01-26,2024-03-06,,2023-24,25.21347,83.02158,True
MPLADS-2023-KA-0221,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Doddaballapura,Kaveri Nagar,KRIDL Rural Infra,Community Hall,Development of public cultural center and community shed at Kaveri Nagar,2260000.0,2260000.0,1599000.0,661000.0,In Progress,2023-09-06,2023-09-24,,2023-24,13.20127,77.5949,True
MPLADS-2023-MA-0222,Girish Bapat / Successor Rep,Lok Sabha,Pune (Lok Sabha),Maharashtra,Pune,Ambegaon,Lakshmipuram,DRDA Pune,Solar Street Lighting,Comprehensive street lighting and battery energy storage system at Lakshmipuram,620000.0,465000.0,327000.0,138000.0,In Progress,2023-06-04,2023-07-12,,2023-24,18.42873,73.95268,True
MPLADS-2023-UT-0223,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Sarojini Nagar,Khadki,PWD Lucknow,Rural Road & Culvert,Link road paving connecting main highway to agrarian hamlet of Khadki,4430000.0,4430000.0,4257000.0,173000.0,Completed,2023-05-10,2023-07-04,2023-10-16,2023-24,26.84661,80.96225,True
MPLADS-2023-UT-0224,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Pindra,Patel Nagar,UP Jal Nigam,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Patel Nagar,2580000.0,2580000.0,2552000.0,28000.0,Completed,2023-04-02,2023-05-19,2023-12-17,2023-24,25.20864,82.94125,True
MPLADS-2023-KA-0225,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Devanahalli,Nehru Colony,PWD Karnataka,Primary Health Sub-Center,Civil construction of primary wellness dispensary and staff quarters in Nehru Colony,3580000.0,3580000.0,3500000.0,80000.0,Completed,2023-08-06,2023-09-10,2024-04-16,2023-24,13.37084,77.56217,True
MPLADS-2023-MA-0226,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Nagpur Rural,Gopalganj,Nagpur Improvement Trust,Sanitation Facility / Public Toilet,Public sanitation facility and septic disposal system in Gopalganj weekly market,1380000.0,345000.0,0.0,345000.0,Sanctioned,2023-05-06,2023-06-15,,2023-24,21.21145,79.04277,True
MPLADS-2023-MA-0227,Nitin Gadkari,Lok Sabha,Nagpur (Lok Sabha),Maharashtra,Nagpur,Katol,Krishnapuram,Nagpur Improvement Trust,Drinking Water RO Plant,Provision of deep borewell and solar powered community water kiosk in Krishnapuram,1210000.0,1210000.0,1170000.0,40000.0,Completed,2023-08-03,2023-09-06,2023-12-23,2023-24,21.26527,79.15441,True
MPLADS-2023-WE-0228,Jagannath Sarkar,Lok Sabha,Ranaghat (Lok Sabha),West Bengal,Nadia,Ranaghat-II,Kaveri Nagar,WB PWD Nadia,Community Hall,Construction of multipurpose community hall in Kaveri Nagar,2160000.0,0.0,0.0,0.0,Sanctioned,2023-04-05,2023-05-30,,2023-24,23.53314,88.52681,True
MPLADS-2023-UT-0229,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Arajiline,Gopalganj,M/s Purvanchal InfraTech Services,School Classroom & Infrastructure,Provision of modern science laboratory equipment and student desks at Gopalganj,2350000.0,2350000.0,2335000.0,15000.0,Completed,2023-08-22,2023-09-15,2024-03-22,2023-24,25.40052,82.95303,True
MPLADS-2023-UT-0230,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Bakshi Ka Talab,Chandrapur,PWD Lucknow,Solar Street Lighting,Installation of 35 LED solar street lights across major junctions in Chandrapur,860000.0,430000.0,232000.0,198000.0,In Progress,2023-05-09,2023-06-18,,2023-24,26.95811,80.88303,True
MPLADS-2023-UT-0231,Rajnath Singh,Lok Sabha,Lucknow (Lok Sabha),Uttar Pradesh,Lucknow,Mohanlalganj,Surya Nagar,PWD Lucknow,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Surya Nagar,3020000.0,0.0,0.0,0.0,Sanctioned,2023-05-09,2023-06-07,,2023-24,26.91388,80.96653,True
MPLADS-2023-KA-0232,D. K. Suresh,Lok Sabha,Bangalore Rural (Lok Sabha),Karnataka,Bangalore Rural,Doddaballapura,Indira Nagar,Zilla Panchayat Bangalore Rural,Rural Road & Culvert,Bituminous road widening and storm-water drainage culvert in Indira Nagar,2130000.0,2130000.0,2039000.0,91000.0,Completed,2023-07-16,2023-08-22,2023-12-20,2023-24,13.1943,77.61882,True
MPLADS-2023-UT-0233,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Arajiline,Sundar Nagar,Rural Engineering Dept UP,Community Hall,Renovation and expansion of existing Gram Panchayat auditorium in Sundar Nagar,1750000.0,1750000.0,1705000.0,45000.0,Completed,2023-10-20,2023-11-26,2024-05-30,2023-24,25.39442,82.89563,True
MPLADS-2023-TA-0234,Su. Venkatesan,Lok Sabha,Madurai (Lok Sabha),Tamil Nadu,Madurai,Vadipatti,Green Park,District Rural Dev Agency,Drinking Water RO Plant,Installation of 1000 LPH RO drinking water filtration unit at Green Park,1120000.0,1120000.0,1105000.0,15000.0,Completed,2023-06-02,2023-06-25,2023-09-06,2023-24,9.83657,78.19748,True
MPLADS-2023-UT-0235,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Cholapur,Adarsh Nagar,M/s Purvanchal InfraTech Services,Sanitation Facility / Public Toilet,Construction of community sanitary complex with bio-toilets for women at Adarsh Nagar,570000.0,142000.0,0.0,142000.0,Sanctioned,2023-07-11,2023-07-30,,2023-24,25.39183,82.87597,True
MPLADS-2023-UT-0236,Narendra Modi,Lok Sabha,Varanasi (Lok Sabha),Uttar Pradesh,Varanasi,Sevapuri,Shivpur,Varanasi Nagar Nigam,Drinking Water RO Plant,Upgradation of pipeline distribution and drinking water storage tank at Shivpur,1090000.0,1090000.0,1062000.0,28000.0,Completed,2023-12-11,2024-01-20,2024-03-27,2023-24,25.28255,83.07189,True
